, sample_no, plate_id, Eta.V_ave, Sn.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Ta.PM.Loading, Mn.PM.Loading, Cu.PM.Loading
1368, 1391, 3860, 0.54243, 0.5, 0.3, 0, 0.2, 0, 0
1369, 1392, 3860, 0.476729, 0.5, 0, 0.2, 0.1, 0, 0.2
1370, 1393, 3860, 0.540872, 0, 0, 0, 0.1, 0.1, 0.8
1371, 1394, 3860, 0.538639, 0, 0, 0, 0, 0.1, 0.9
1372, 1395, 3860, 0.440815, 0.4, 0, 0.5, 0, 0.1, 0
1373, 1396, 3860, 0.509286, 0.6, 0, 0.1, 0.1, 0.2, 0
1374, 1397, 3860, 0.449025, 0, 0.3, 0.2, 0, 0, 0.5
1375, 1398, 3860, 0.653257, 0.4, 0, 0, 0.4, 0.1, 0.1
1376, 1399, 3860, 0.411967, 0.1, 0.6, 0.1, 0, 0, 0.2
1377, 1400, 3860, 0.421626, 0, 0.1, 0.7, 0, 0.1, 0.1
1378, 1401, 3860, 0.4298, 0, 0.5, 0.1, 0, 0.3, 0.1
1379, 1402, 3860, 0.44886, 0, 0.7, 0.1, 0.1, 0, 0.1
1380, 1403, 3860, 0.50792, 0.3, 0.3, 0, 0, 0.3, 0.1
1381, 1404, 3860, 0.598782, 0, 0.1, 0, 0.9, 0, 0
1382, 1405, 3860, 0.411351, 0.2, 0.1, 0.6, 0, 0, 0.1
1383, 1406, 3860, 0.444201, 0, 0.5, 0.4, 0, 0.1, 0
1384, 1407, 3860, 0.468029, 0.6, 0.1, 0.1, 0, 0, 0.2
1385, 1408, 3860, 0.630215, 0.1, 0, 0, 0.3, 0.2, 0.4
1386, 1410, 3860, 0.464771, 0, 0, 0.4, 0.4, 0, 0.2
1387, 1411, 3860, 0.616569, 0.1, 0, 0, 0.8, 0, 0.1
1388, 1412, 3860, 0.465069, 0.1, 0, 0.2, 0.3, 0.4, 0
1389, 1413, 3860, 0.402828, 0.2, 0.3, 0.5, 0, 0, 0
1390, 1414, 3860, 0.459036, 0.2, 0, 0.3, 0.3, 0.2, 0
1391, 1415, 3860, 0.50342, 0, 0, 0.1, 0.5, 0, 0.4
1392, 1416, 3860, 0.574046, 0.3, 0, 0, 0.3, 0.3, 0.1
1393, 1417, 3860, 0.512182, 0, 0, 0, 0.1, 0.9, 0
1394, 1418, 3860, 0.525737, 0.1, 0.3, 0, 0.3, 0, 0.3
1395, 1419, 3860, 0.434451, 0, 0, 0.5, 0, 0.3, 0.2
1396, 1420, 3860, 0.540705, 0.1, 0.2, 0, 0.7, 0, 0
1397, 1421, 3860, 0.495496, 0, 0.1, 0.1, 0.7, 0, 0.1
1398, 1422, 3860, 0.502096, 0.1, 0.6, 0, 0.2, 0, 0.1
1399, 1423, 3860, 0.495423, 0, 0, 0.1, 0.4, 0.2, 0.3
1400, 1424, 3860, 0.44163, 0, 0, 0.2, 0, 0.5, 0.3
1401, 1425, 3860, 0.527067, 0, 0.2, 0, 0.3, 0.3, 0.2
1402, 1426, 3860, 0.424306, 0.2, 0.6, 0.1, 0, 0, 0.1
1403, 1427, 3860, 0.483713, 0, 0.1, 0, 0.1, 0.5, 0.3
1404, 1428, 3860, 0.484505, 0.2, 0.4, 0, 0, 0.1, 0.3
1405, 1429, 3860, 0.429315, 0, 0.1, 0.7, 0.2, 0, 0
1406, 1430, 3860, 0.507837, 0.1, 0, 0.1, 0.7, 0, 0.1
1407, 1431, 3860, 0.431756, 0, 0.9, 0.1, 0, 0, 0
1408, 1432, 3860, 0.423126, 0.1, 0.2, 0.3, 0, 0.4, 0
1409, 1433, 3860, 0.446216, 0, 0.4, 0.5, 0.1, 0, 0
1410, 1434, 3860, 0.482778, 0.3, 0, 0.1, 0.2, 0.4, 0
1411, 1435, 3860, 0.399159, 0.2, 0.3, 0.3, 0.2, 0, 0
1412, 1436, 3860, 0.506666, 0, 0.2, 0, 0.1, 0.2, 0.5
1413, 1437, 3860, 0.508167, 0.2, 0.5, 0, 0.3, 0, 0
1414, 1438, 3860, 0.468416, 0, 0.2, 0.1, 0.3, 0, 0.4
1415, 1439, 3860, 0.429385, 0.1, 0.7, 0.1, 0, 0.1, 0
1416, 1440, 3860, 0.450164, 0, 0.7, 0.2, 0, 0, 0.1
1417, 1441, 3860, 0.498179, 0.3, 0, 0.1, 0.1, 0.5, 0
1418, 1442, 3860, 0.460408, 0, 0.1, 0.1, 0, 0.4, 0.4
1419, 1443, 3860, 0.648295, 0.4, 0, 0, 0.4, 0, 0.2
1420, 1444, 3860, 0.618261, 0.2, 0, 0, 0.4, 0.1, 0.3
1421, 1445, 3860, 0.491141, 0.4, 0.3, 0, 0, 0.3, 0
1422, 1446, 3860, 0.429327, 0, 0.3, 0.7, 0, 0, 0
1423, 1447, 3860, 0.489487, 0, 0.1, 0.1, 0.7, 0.1, 0
1424, 1448, 3860, 0.537126, 0.3, 0.2, 0, 0, 0, 0.5
1425, 1449, 3860, 0.499764, 0.1, 0, 0, 0, 0.5, 0.4
1426, 1450, 3860, 0.50606, 0, 0, 0.1, 0.4, 0.3, 0.2
1427, 1451, 3860, 0.499172, 0.4, 0.2, 0, 0, 0.3, 0.1
1428, 1452, 3860, 0.511582, 0, 0.3, 0, 0.2, 0.5, 0
1429, 1453, 3860, 0.454348, 0.1, 0, 0.4, 0.1, 0, 0.4
1430, 1454, 3860, 0.420322, 0.1, 0.2, 0.5, 0.2, 0, 0
1431, 1455, 3860, 0.422428, 0.5, 0.2, 0.2, 0, 0.1, 0
1432, 1456, 3860, 0.443709, 0.5, 0, 0.3, 0, 0.2, 0
1433, 1457, 3860, 0.510901, 0.5, 0.4, 0, 0, 0.1, 0
1434, 1458, 3860, 0.592966, 0.4, 0, 0, 0.1, 0.3, 0.2
1435, 1459, 3860, 0.451885, 0, 0.3, 0.5, 0.1, 0, 0.1
1436, 1460, 3860, 0.514702, 0.2, 0.3, 0, 0, 0.2, 0.3
1437, 1461, 3860, 0.551589, 0.1, 0.2, 0, 0.3, 0, 0.4
1438, 1462, 3860, 0.594403, 0.3, 0.1, 0, 0.6, 0, 0
1439, 1463, 3860, 0.450872, 0, 0.5, 0, 0, 0.5, 0
1440, 1464, 3860, 0.413419, 0, 0.3, 0.5, 0, 0, 0.2
1441, 1465, 3860, 0.490059, 0, 0, 0.1, 0.2, 0.3, 0.4
1442, 1466, 3860, 0.405766, 0.2, 0.4, 0.4, 0, 0, 0
1443, 1467, 3860, 0.468159, 0, 0, 0.3, 0.1, 0, 0.6
1444, 1468, 3860, 0.408834, 0.1, 0.5, 0.1, 0, 0, 0.3
1445, 1469, 3860, 0.500488, 0, 0.2, 0.1, 0.6, 0.1, 0
1446, 1470, 3860, 0.517117, 0.7, 0, 0.1, 0.1, 0.1, 0
1447, 1471, 3860, 0.432601, 0, 0.2, 0.6, 0, 0.1, 0.1
1448, 1472, 3860, 0.44443, 0.2, 0, 0.1, 0, 0.1, 0.6
1449, 1474, 3860, 0.487512, 0, 0.2, 0.1, 0.3, 0.4, 0
1450, 1475, 3860, 0.442556, 0, 0.2, 0.1, 0, 0.1, 0.6
1451, 1476, 3860, 0.497012, 0.4, 0, 0.1, 0, 0.5, 0
1452, 1477, 3860, 0.542144, 0, 0.1, 0, 0.2, 0.2, 0.5
1453, 1478, 3860, 0.435071, 0.1, 0.6, 0.3, 0, 0, 0
1454, 1479, 3860, 0.477796, 0, 0, 0.1, 0.9, 0, 0
1455, 1480, 3860, 0.416739, 0.4, 0, 0.4, 0, 0.1, 0.1
1456, 1481, 3860, 0.588466, 0.7, 0, 0, 0.1, 0.2, 0
1457, 1482, 3860, 0.460877, 0.2, 0, 0.1, 0, 0.4, 0.3
1458, 1483, 3860, 0.441752, 0.1, 0.7, 0.1, 0.1, 0, 0
1459, 1484, 3860, 0.454397, 0, 0.7, 0.3, 0, 0, 0
1460, 1485, 3860, 0.468881, 0, 0.8, 0, 0.1, 0, 0.1
1461, 1486, 3860, 0.455756, 0, 0.1, 0.2, 0.4, 0.3, 0
1462, 1487, 3860, 0.458117, 0.4, 0.6, 0, 0, 0, 0
1463, 1488, 3860, 0.412732, 0, 0.4, 0.2, 0, 0.3, 0.1
1464, 1489, 3860, 0.483532, 0.3, 0, 0.1, 0.3, 0.3, 0
1465, 1490, 3860, 0.583072, 0.6, 0, 0, 0.1, 0, 0.3
1466, 1491, 3860, 0.594189, 0.1, 0, 0, 0.6, 0.1, 0.2
1467, 1492, 3860, 0.537062, 0.1, 0.2, 0, 0.6, 0.1, 0
1468, 1493, 3860, 0.433706, 0.4, 0, 0.2, 0, 0, 0.4
1469, 1494, 3860, 0.422844, 0.1, 0.4, 0.2, 0, 0, 0.3
1470, 1495, 3860, 0.550134, 0.5, 0.2, 0, 0.2, 0, 0.1
1471, 1496, 3860, 0.44135, 0, 0.3, 0.5, 0.1, 0.1, 0
1472, 1497, 3860, 0.462784, 0, 0, 0.2, 0, 0.4, 0.4
1473, 1498, 3860, 0.428384, 0.4, 0, 0.4, 0.1, 0, 0.1
1474, 1499, 3860, 0.424623, 0, 0.1, 0.5, 0, 0.4, 0
1475, 1500, 3860, 0.537379, 0, 0.2, 0, 0.5, 0, 0.3
1476, 1501, 3860, 0.434124, 0, 0, 0.6, 0, 0.1, 0.3
1477, 1502, 3860, 0.585315, 0, 0, 0, 0.7, 0.1, 0.2
1478, 1503, 3860, 0.430361, 0.1, 0, 0.3, 0, 0.5, 0.1
1479, 1504, 3860, 0.440067, 0, 0.1, 0.8, 0.1, 0, 0
1480, 1505, 3860, 0.487652, 0.2, 0.4, 0, 0, 0, 0.4
1481, 1506, 3860, 0.548833, 0, 0.1, 0, 0.4, 0.2, 0.3
1482, 1507, 3860, 0.506189, 0, 0.3, 0, 0.3, 0, 0.4
1483, 1508, 3860, 0.430155, 0, 0, 0.5, 0.1, 0.1, 0.3
1484, 1509, 3860, 0.425888, 0, 0.6, 0.1, 0, 0.3, 0
1485, 1510, 3860, 0.573433, 0.7, 0.1, 0, 0.1, 0.1, 0
1486, 1511, 3860, 0.491726, 0, 0.3, 0, 0.2, 0, 0.5
1487, 1512, 3860, 0.542528, 0, 0, 0, 0.3, 0.7, 0
1488, 1513, 3860, 0.413116, 0, 0.4, 0.3, 0, 0.3, 0
1489, 1514, 3860, 0.440682, 0.1, 0, 0.5, 0.3, 0.1, 0
1490, 1515, 3860, 0.439722, 0.1, 0, 0.5, 0, 0.1, 0.3
1491, 1516, 3860, 0.441482, 0, 0, 0.6, 0.3, 0.1, 0
1492, 1517, 3860, 0.414176, 0, 0.5, 0.1, 0, 0.1, 0.3
1493, 1518, 3860, 0.507974, 0.4, 0.4, 0, 0.1, 0.1, 0
1494, 1519, 3860, 0.461536, 0, 0.5, 0.2, 0, 0, 0.3
1495, 1520, 3860, 0.449799, 0, 0.5, 0, 0, 0, 0.5
1496, 1521, 3860, 0.489778, 0, 0, 0.1, 0.6, 0.3, 0
1497, 1522, 3860, 0.452734, 0.3, 0.2, 0.1, 0, 0.4, 0
1498, 1523, 3860, 0.527234, 0.5, 0.3, 0, 0.1, 0.1, 0
1499, 1524, 3860, 0.626428, 0.1, 0, 0, 0.3, 0, 0.6
1500, 1525, 3860, 0.475516, 0.2, 0.1, 0.1, 0, 0.6, 0
1501, 1526, 3860, 0.517683, 0, 0, 0.1, 0.7, 0, 0.2
1502, 1527, 3860, 0.525997, 0, 0.3, 0, 0.3, 0.4, 0
1503, 1528, 3860, 0.499691, 0, 0.4, 0, 0.1, 0.2, 0.3
1504, 1529, 3860, 0.430424, 0, 0.3, 0.6, 0.1, 0, 0
1505, 1530, 3860, 0.443592, 0, 0.3, 0.2, 0.2, 0.3, 0
1506, 1531, 3860, 0.46, 0, 0.5, 0.3, 0.1, 0, 0.1
1507, 1532, 3860, 0.449931, 0.2, 0, 0.2, 0.1, 0, 0.5
1508, 1533, 3860, 0.547547, 0, 0.1, 0, 0.5, 0.4, 0
1509, 1534, 3860, 0.46135, 0, 0, 0.3, 0.3, 0.1, 0.3
1510, 1535, 3860, 0.551588, 0.1, 0.3, 0, 0.4, 0.2, 0
1511, 1536, 3860, 0.674166, 0.5, 0, 0, 0.1, 0, 0.4
1512, 1538, 3860, 0.429406, 0, 0.4, 0, 0, 0.6, 0
1513, 1539, 3860, 0.42848, 0.4, 0, 0.5, 0.1, 0, 0
1514, 1540, 3860, 0.519783, 0.2, 0.4, 0, 0.4, 0, 0
1515, 1541, 3860, 0.422087, 0, 0, 0.7, 0, 0.3, 0
1516, 1542, 3860, 0.417178, 0.1, 0.3, 0.4, 0.2, 0, 0
1517, 1543, 3860, 0.528633, 0.2, 0.3, 0, 0.3, 0, 0.2
1518, 1544, 3860, 0.613724, 0.8, 0, 0, 0, 0.1, 0.1
1519, 1545, 3860, 0.41535, 0, 0.1, 0.5, 0, 0, 0.4
1520, 1546, 3860, 0.4315, 0, 0.6, 0, 0, 0.1, 0.3
1521, 1547, 3860, 0.453038, 0.5, 0, 0.1, 0, 0, 0.4
1522, 1548, 3860, 0.530558, 0.1, 0.1, 0, 0.4, 0.4, 0
1523, 1549, 3860, 0.441226, 0, 0.4, 0.5, 0, 0.1, 0
1524, 1550, 3860, 0.526375, 0.1, 0.3, 0, 0.5, 0, 0.1
1525, 1551, 3860, 0.441166, 0, 0, 0.2, 0.2, 0.5, 0.1
1526, 1552, 3860, 0.455686, 0.3, 0.1, 0.1, 0.5, 0, 0
1527, 1553, 3860, 0.437116, 0, 0.3, 0.2, 0, 0.1, 0.4
1528, 1554, 3860, 0.438489, 0, 0.1, 0.4, 0.5, 0, 0
1529, 1555, 3860, 0.423417, 0.2, 0.1, 0.3, 0.4, 0, 0
1530, 1556, 3860, 0.614739, 0.4, 0, 0, 0.2, 0, 0.4
1531, 1557, 3860, 0.423362, 0, 0.1, 0.5, 0, 0.3, 0.1
1532, 1558, 3860, 0.503959, 0, 0, 0.1, 0.5, 0.1, 0.3
1533, 1559, 3860, 0.47464, 0.7, 0.1, 0.1, 0, 0.1, 0
1534, 1560, 3860, 0.44146, 0.3, 0, 0.2, 0, 0.4, 0.1
1535, 1561, 3860, 0.573505, 0.2, 0.1, 0, 0.7, 0, 0
1536, 1562, 3860, 0.51152, 0.5, 0, 0.1, 0.2, 0, 0.2
1537, 1563, 3860, 0.402232, 0.4, 0.1, 0.4, 0, 0.1, 0
1538, 1564, 3860, 0.440485, 0, 0.2, 0.5, 0.2, 0, 0.1
1539, 1565, 3860, 0.449226, 0, 0.5, 0, 0, 0.3, 0.2
1540, 1566, 3860, 0.446218, 0.2, 0, 0.1, 0, 0.3, 0.4
1541, 1567, 3860, 0.432577, 0, 0.5, 0.3, 0.1, 0.1, 0
1542, 1568, 3860, 0.490913, 0.1, 0, 0.1, 0.3, 0.5, 0
1543, 1569, 3860, 0.487582, 0, 0, 0.2, 0.1, 0.2, 0.5
1544, 1570, 3860, 0.417469, 0, 0.2, 0.3, 0, 0, 0.5
1545, 1571, 3860, 0.573648, 0.3, 0, 0, 0.2, 0.5, 0
1546, 1572, 3860, 0.496195, 0.1, 0.4, 0, 0.1, 0, 0.4
1547, 1573, 3860, 0.43288, 0, 0.2, 0.1, 0, 0.3, 0.4
1548, 1574, 3860, 0.424842, 0, 0.6, 0.3, 0, 0.1, 0
1549, 1575, 3860, 0.497259, 0, 0.5, 0, 0.1, 0.2, 0.2
1550, 1576, 3860, 0.497678, 0.2, 0.6, 0, 0.1, 0, 0.1
1551, 1577, 3860, 0.523167, 0.3, 0.4, 0, 0.2, 0, 0.1
1552, 1578, 3860, 0.605188, 0.7, 0.1, 0, 0, 0, 0.2
1553, 1579, 3860, 0.601288, 0.7, 0, 0, 0, 0.2, 0.1
1554, 1580, 3860, 0.489106, 0, 0, 0.1, 0.3, 0.6, 0
1555, 1581, 3860, 0.431803, 0.4, 0, 0.4, 0.2, 0, 0
1556, 1582, 3860, 0.614631, 0.2, 0, 0, 0.5, 0.2, 0.1
1557, 1583, 3860, 0.469014, 0, 0, 0.4, 0, 0.2, 0.4
1558, 1584, 3860, 0.455349, 0, 0, 0.1, 0, 0.5, 0.4
1559, 1585, 3860, 0.436579, 0.1, 0.4, 0.2, 0.3, 0, 0
1560, 1586, 3860, 0.544174, 0.1, 0.2, 0, 0.5, 0, 0.2
1561, 1587, 3860, 0.450515, 0, 0, 0.4, 0.5, 0.1, 0
1562, 1588, 3860, 0.548281, 0.7, 0.2, 0, 0, 0, 0.1
1563, 1589, 3860, 0.452542, 0.4, 0, 0.1, 0, 0.1, 0.4
1564, 1590, 3860, 0.525242, 0.1, 0.4, 0, 0.3, 0, 0.2
1565, 1591, 3860, 0.460002, 0.1, 0, 0.3, 0.6, 0, 0
1566, 1592, 3860, 0.425341, 0.5, 0.3, 0.1, 0, 0, 0.1
1567, 1593, 3860, 0.454658, 0.2, 0, 0.3, 0.4, 0.1, 0
1568, 1594, 3860, 0.421272, 0.1, 0.3, 0.2, 0, 0.4, 0
1569, 1595, 3860, 0.44693, 0.4, 0, 0.3, 0.1, 0.2, 0
1570, 1596, 3860, 0.473301, 0, 0.5, 0.1, 0.3, 0.1, 0
1571, 1597, 3860, 0.444803, 0, 0, 0.4, 0.4, 0.1, 0.1
1572, 1598, 3860, 0.416848, 0.4, 0, 0.5, 0, 0, 0.1
1573, 1599, 3860, 0.57875, 0, 0, 0, 0.3, 0.4, 0.3
1574, 1600, 3860, 0.512149, 0, 0, 0.1, 0.5, 0.3, 0.1
1575, 1602, 3860, 0.431266, 0.1, 0.5, 0.2, 0.2, 0, 0
1576, 1603, 3860, 0.428672, 0, 0.6, 0, 0, 0, 0.4
1577, 1604, 3860, 0.436019, 0, 0.3, 0, 0, 0.7, 0
1578, 1605, 3860, 0.453263, 0.6, 0.2, 0.1, 0, 0, 0.1
1579, 1606, 3860, 0.473027, 0, 0.1, 0, 0.1, 0, 0.8
1580, 1607, 3860, 0.446591, 0, 0.3, 0.2, 0.1, 0.4, 0
1581, 1608, 3860, 0.514927, 0.2, 0.3, 0, 0.3, 0.2, 0
1582, 1609, 3860, 0.405577, 0.3, 0.1, 0.5, 0, 0, 0.1
1583, 1610, 3860, 0.546798, 0.3, 0.1, 0, 0.4, 0.2, 0
1584, 1611, 3860, 0.593822, 0.1, 0, 0, 0.7, 0.1, 0.1
1585, 1612, 3860, 0.462193, 0.1, 0.1, 0, 0, 0.1, 0.7
1586, 1613, 3860, 0.415679, 0.1, 0.2, 0.5, 0, 0, 0.2
1587, 1614, 3860, 0.438455, 0.2, 0, 0.6, 0.1, 0, 0.1
1588, 1615, 3860, 0.443105, 0, 0.1, 0.3, 0.2, 0.4, 0
1589, 1616, 3860, 0.4462, 0, 0.3, 0.4, 0.2, 0, 0.1
1590, 1617, 3860, 0.431822, 0.3, 0, 0.4, 0.3, 0, 0
1591, 1618, 3860, 0.430605, 0.3, 0, 0.4, 0.2, 0, 0.1
1592, 1619, 3860, 0.588671, 0.7, 0, 0, 0.3, 0, 0
1593, 1620, 3860, 0.578844, 0.2, 0.1, 0, 0.2, 0, 0.5
1594, 1621, 3860, 0.459134, 0, 0.5, 0.1, 0.2, 0, 0.2
1595, 1622, 3860, 0.580772, 0.3, 0, 0, 0.1, 0.1, 0.5
1596, 1623, 3860, 0.44248, 0, 0.4, 0.4, 0, 0.1, 0.1
1597, 1624, 3860, 0.53352, 0, 0.3, 0, 0.4, 0.3, 0
1598, 1625, 3860, 0.572571, 0.2, 0, 0, 0.1, 0.3, 0.4
1599, 1626, 3860, 0.618967, 0.2, 0, 0, 0.5, 0.1, 0.2
1600, 1627, 3860, 0.447189, 0, 0.6, 0.2, 0.1, 0, 0.1
1601, 1628, 3860, 0.517579, 0, 0.3, 0, 0.4, 0, 0.3
1602, 1629, 3860, 0.4122, 0, 0.3, 0.2, 0, 0.4, 0.1
1603, 1630, 3860, 0.436894, 0.1, 0, 0.3, 0, 0.3, 0.3
1604, 1631, 3860, 0.42003, 0, 0.2, 0.1, 0, 0.6, 0.1
1605, 1632, 3860, 0.50499, 0.1, 0.2, 0, 0.1, 0, 0.6
1606, 1633, 3860, 0.449487, 0.3, 0, 0.4, 0, 0.3, 0
1607, 1634, 3860, 0.507417, 0.3, 0, 0.1, 0.3, 0, 0.3
1608, 1635, 3860, 0.411789, 0, 0.3, 0.3, 0, 0.3, 0.1
1609, 1636, 3860, 0.539626, 0.3, 0.3, 0, 0.2, 0, 0.2
1610, 1637, 3860, 0.583183, 0.3, 0, 0, 0.2, 0.2, 0.3
1611, 1638, 3860, 0.439921, 0, 0.1, 0.8, 0, 0.1, 0
1612, 1639, 3860, 0.465264, 0, 0, 0.2, 0.3, 0.2, 0.3
1613, 1640, 3860, 0.44027, 0.5, 0.3, 0.1, 0.1, 0, 0
1614, 1641, 3860, 0.559173, 0.3, 0, 0, 0.2, 0.4, 0.1
1615, 1642, 3860, 0.421334, 0.3, 0, 0.3, 0, 0.3, 0.1
1616, 1643, 3860, 0.436142, 0, 0, 0.6, 0, 0, 0.4
1617, 1644, 3860, 0.451392, 0, 0.6, 0.1, 0.1, 0.2, 0
1618, 1645, 3860, 0.450855, 0.1, 0, 0, 0, 0.7, 0.2
1619, 1646, 3860, 0.518189, 0, 0, 0.1, 0, 0.2, 0.7
1620, 1647, 3860, 0.594794, 0.1, 0, 0, 0.4, 0.4, 0.1
1621, 1648, 3860, 0.633422, 0.6, 0, 0, 0.2, 0.1, 0.1
1622, 1649, 3860, 0.40568, 0.2, 0.5, 0.1, 0, 0, 0.2
1623, 1650, 3860, 0.462867, 0, 0, 0.5, 0.3, 0, 0.2
1624, 1651, 3860, 0.583995, 0.3, 0, 0, 0.3, 0.4, 0
1625, 1652, 3860, 0.418027, 0.1, 0.3, 0.3, 0, 0, 0.3
1626, 1653, 3860, 0.599572, 0.2, 0, 0, 0.1, 0, 0.7
1627, 1654, 3860, 0.45023, 0, 0, 0.5, 0.1, 0.3, 0.1
1628, 1655, 3860, 0.447679, 0, 0.1, 0.3, 0, 0.1, 0.5
1629, 1656, 3860, 0.445461, 0, 0.1, 0.5, 0.1, 0.3, 0
1630, 1657, 3860, 0.587753, 0.4, 0, 0, 0.2, 0.4, 0
1631, 1658, 3860, 0.531806, 0.4, 0.3, 0, 0.1, 0, 0.2
1632, 1659, 3860, 0.429857, 0.1, 0, 0.8, 0, 0, 0.1
1633, 1660, 3860, 0.477645, 0, 0, 0.2, 0.4, 0.3, 0.1
1634, 1661, 3860, 0.505001, 0.1, 0.4, 0, 0.1, 0.4, 0
1635, 1662, 3860, 0.432019, 0.5, 0.2, 0.1, 0, 0, 0.2
1636, 1663, 3860, 0.501402, 0, 0, 0.1, 0.3, 0.4, 0.2
1637, 1664, 3860, 0.394944, 0.3, 0.3, 0.3, 0, 0, 0.1
1638, 1666, 3860, 0.428022, 0.1, 0, 0.4, 0, 0.4, 0.1
1639, 1667, 3860, 0.44792, 0, 0.1, 0, 0, 0.4, 0.5
1640, 1668, 3860, 0.584213, 0.3, 0, 0, 0.1, 0.3, 0.3
1641, 1669, 3860, 0.480236, 0, 0.7, 0, 0.1, 0.2, 0
1642, 1670, 3860, 0.435557, 0, 0.2, 0.4, 0.3, 0.1, 0
1643, 1671, 3860, 0.455261, 0.1, 0, 0, 0, 0, 0.9
1644, 1672, 3860, 0.582649, 0.4, 0.1, 0, 0.5, 0, 0
1645, 1673, 3860, 0.466573, 0.1, 0.4, 0, 0, 0.4, 0.1
1646, 1674, 3860, 0.551785, 0, 0, 0, 0.4, 0.6, 0
1647, 1675, 3860, 0.502251, 0.1, 0, 0, 0, 0.3, 0.6
1648, 1676, 3860, 0.46348, 0.4, 0, 0.2, 0.3, 0.1, 0
1649, 1677, 3860, 0.444102, 0, 0.1, 0.4, 0.4, 0, 0.1
1650, 1678, 3860, 0.392264, 0, 0, 0.3, 0, 0.6, 0.1
1651, 1679, 3860, 0.439649, 0, 0, 0.5, 0.1, 0.4, 0
1652, 1680, 3860, 0.426057, 0, 0, 0.3, 0, 0, 0.7
1653, 1681, 3860, 0.455106, 0, 0, 0.2, 0.3, 0.5, 0
1654, 1682, 3860, 0.476551, 0.2, 0.3, 0, 0, 0.4, 0.1
1655, 1683, 3860, 0.503984, 0.4, 0.1, 0, 0, 0.4, 0.1
1656, 1684, 3860, 0.533245, 0, 0.3, 0, 0.6, 0.1, 0
1657, 1685, 3860, 0.509848, 0.3, 0.2, 0, 0, 0.1, 0.4
1658, 1686, 3860, 0.472335, 0, 0, 0.1, 0.2, 0, 0.7
1659, 1687, 3860, 0.444488, 0, 0.5, 0, 0, 0.2, 0.3
1660, 1688, 3860, 0.419633, 0, 0.7, 0.1, 0, 0.2, 0
1661, 1689, 3860, 0.491432, 0.4, 0.3, 0, 0, 0.2, 0.1
1662, 1690, 3860, 0.470169, 0, 0.1, 0, 0, 0.9, 0
1663, 1691, 3860, 0.461267, 0.1, 0, 0.8, 0, 0.1, 0
1664, 1692, 3860, 0.437193, 0, 0.5, 0.2, 0.2, 0.1, 0
1665, 1693, 3860, 0.514577, 0.3, 0.4, 0, 0.2, 0.1, 0
1666, 1694, 3860, 0.581588, 0.3, 0.1, 0, 0.5, 0.1, 0
1667, 1695, 3860, 0.488006, 0.7, 0, 0.1, 0, 0, 0.2
1668, 1696, 3860, 0.412425, 0.3, 0, 0.4, 0, 0.2, 0.1
1669, 1697, 3860, 0.393016, 0.3, 0.2, 0.4, 0, 0.1, 0
1670, 1698, 3860, 0.46118, 0, 0.6, 0.1, 0.2, 0, 0.1
1671, 1699, 3860, 0.469187, 0, 0, 0.5, 0.2, 0, 0.3
1672, 1700, 3860, 0.511759, 0, 0.1, 0, 0.1, 0.2, 0.6
1673, 1701, 3860, 0.443007, 0.2, 0, 0.7, 0.1, 0, 0
1674, 1702, 3860, 0.493015, 0.1, 0.6, 0, 0.1, 0, 0.2
1675, 1703, 3860, 0.507336, 0.2, 0.5, 0, 0.1, 0, 0.2
1676, 1704, 3860, 0.438532, 0, 0.3, 0, 0, 0.5, 0.2
1677, 1705, 3860, 0.398761, 0.3, 0.1, 0.2, 0, 0, 0.4
1678, 1706, 3860, 0.499907, 0.1, 0.1, 0, 0, 0.8, 0
1679, 1707, 3860, 0.522058, 0, 0.4, 0, 0.4, 0.1, 0.1
1680, 1708, 3860, 0.395596, 0.4, 0.2, 0.3, 0.1, 0, 0
1681, 1709, 3860, 0.461622, 0, 0.6, 0, 0, 0.3, 0.1
1682, 1710, 3860, 0.45022, 0, 0, 0.5, 0.4, 0, 0.1
1683, 1711, 3860, 0.471727, 0, 0.1, 0.3, 0.2, 0, 0.4
1684, 1712, 3860, 0.541342, 0.1, 0.4, 0, 0.4, 0, 0.1
1685, 1713, 3860, 0.446201, 0, 0.3, 0, 0, 0.2, 0.5
1686, 1714, 3860, 0.451228, 0.2, 0, 0.3, 0.1, 0.4, 0
1687, 1715, 3860, 0.576291, 0.1, 0, 0, 0.5, 0.4, 0
1688, 1716, 3860, 0.417092, 0, 0.1, 0.3, 0, 0.6, 0
1689, 1717, 3860, 0.454471, 0, 0, 0.4, 0.5, 0, 0.1
1690, 1718, 3860, 0.42358, 0, 0, 0.1, 0, 0.9, 0
1691, 1719, 3860, 0.47975, 0, 0.3, 0.1, 0.4, 0, 0.2
1692, 1720, 3860, 0.593239, 0.5, 0, 0, 0.2, 0, 0.3
1693, 1721, 3860, 0.468582, 0.3, 0.2, 0.1, 0.4, 0, 0
1694, 1722, 3860, 0.409072, 0.1, 0.4, 0.1, 0, 0, 0.4
1695, 1723, 3860, 0.42009, 0.1, 0, 0.2, 0, 0.6, 0.1
1696, 1724, 3860, 0.461422, 0, 0.4, 0.1, 0.1, 0.4, 0
1697, 1725, 3860, 0.462236, 0, 0.4, 0.1, 0.1, 0, 0.4
1698, 1726, 3860, 0.445402, 0, 0.2, 0.4, 0.3, 0, 0.1
