, sample_no, plate_id, Eta.V_ave, Sn.PM.Loading, Sb.PM.Loading, Co.PM.Loading, Ca.PM.Loading, Ni.PM.Loading, Mn.PM.Loading
1368, 1391, 4098, 0.521134, 0.5, 0.3, 0, 0.2, 0, 0
1369, 1392, 4098, 0.455328, 0.5, 0, 0.2, 0.1, 0, 0.2
1370, 1393, 4098, 0.469207, 0, 0, 0, 0.1, 0.1, 0.8
1371, 1394, 4098, 0.449692, 0, 0, 0, 0, 0.1, 0.9
1372, 1395, 4098, 0.429376, 0.4, 0, 0.5, 0, 0.1, 0
1373, 1396, 4098, 0.481756, 0.6, 0, 0.1, 0.1, 0.2, 0
1374, 1397, 4098, 0.479192, 0, 0.3, 0.2, 0, 0, 0.5
1375, 1398, 4098, 0.548932, 0.4, 0, 0, 0.4, 0.1, 0.1
1376, 1399, 4098, 0.519994, 0.1, 0.6, 0.1, 0, 0, 0.2
1377, 1400, 4098, 0.466248, 0, 0.1, 0.7, 0, 0.1, 0.1
1378, 1401, 4098, 0.502903, 0, 0.5, 0.1, 0, 0.3, 0.1
1379, 1402, 4098, 0.535806, 0, 0.7, 0.1, 0.1, 0, 0.1
1380, 1403, 4098, 0.552939, 0.3, 0.3, 0, 0, 0.3, 0.1
1381, 1404, 4098, 0.531608, 0, 0.1, 0, 0.9, 0, 0
1382, 1405, 4098, 0.433687, 0.2, 0.1, 0.6, 0, 0, 0.1
1383, 1406, 4098, 0.461521, 0, 0.5, 0.4, 0, 0.1, 0
1384, 1407, 4098, 0.488656, 0.6, 0.1, 0.1, 0, 0, 0.2
1385, 1408, 4098, 0.523482, 0.1, 0, 0, 0.3, 0.2, 0.4
1386, 1410, 4098, 0.467399, 0, 0, 0.4, 0.4, 0, 0.2
1387, 1411, 4098, 0.501118, 0.1, 0, 0, 0.8, 0, 0.1
1388, 1412, 4098, 0.410571, 0.1, 0, 0.2, 0.3, 0.4, 0
1389, 1413, 4098, 0.445749, 0.2, 0.3, 0.5, 0, 0, 0
1390, 1414, 4098, 0.429754, 0.2, 0, 0.3, 0.3, 0.2, 0
1391, 1415, 4098, 0.483008, 0, 0, 0.1, 0.5, 0, 0.4
1392, 1416, 4098, 0.445156, 0.3, 0, 0, 0.3, 0.3, 0.1
1393, 1417, 4098, 0.45384, 0, 0, 0, 0.1, 0.9, 0
1394, 1418, 4098, 0.520054, 0.1, 0.3, 0, 0.3, 0, 0.3
1395, 1419, 4098, 0.45063, 0, 0, 0.5, 0, 0.3, 0.2
1396, 1420, 4098, 0.50099, 0.1, 0.2, 0, 0.7, 0, 0
1397, 1421, 4098, 0.489114, 0, 0.1, 0.1, 0.7, 0, 0.1
1398, 1422, 4098, 0.502616, 0.1, 0.6, 0, 0.2, 0, 0.1
1399, 1423, 4098, 0.486607, 0, 0, 0.1, 0.4, 0.2, 0.3
1400, 1424, 4098, 0.45676, 0, 0, 0.2, 0, 0.5, 0.3
1401, 1425, 4098, 0.492961, 0, 0.2, 0, 0.3, 0.3, 0.2
1402, 1426, 4098, 0.513515, 0.2, 0.6, 0.1, 0, 0, 0.1
1403, 1427, 4098, 0.493668, 0, 0.1, 0, 0.1, 0.5, 0.3
1404, 1428, 4098, 0.546948, 0.2, 0.4, 0, 0, 0.1, 0.3
1405, 1429, 4098, 0.481109, 0, 0.1, 0.7, 0.2, 0, 0
1406, 1430, 4098, 0.479721, 0.1, 0, 0.1, 0.7, 0, 0.1
1407, 1431, 4098, 0.515008, 0, 0.9, 0.1, 0, 0, 0
1408, 1432, 4098, 0.434116, 0.1, 0.2, 0.3, 0, 0.4, 0
1409, 1433, 4098, 0.469311, 0, 0.4, 0.5, 0.1, 0, 0
1410, 1434, 4098, 0.423054, 0.3, 0, 0.1, 0.2, 0.4, 0
1411, 1435, 4098, 0.465164, 0.2, 0.3, 0.3, 0.2, 0, 0
1412, 1436, 4098, 0.511507, 0, 0.2, 0, 0.1, 0.2, 0.5
1413, 1437, 4098, 0.50601, 0.2, 0.5, 0, 0.3, 0, 0
1414, 1438, 4098, 0.519986, 0, 0.2, 0.1, 0.3, 0, 0.4
1415, 1439, 4098, 0.4753, 0.1, 0.7, 0.1, 0, 0.1, 0
1416, 1440, 4098, 0.491332, 0, 0.7, 0.2, 0, 0, 0.1
1417, 1441, 4098, 0.422644, 0.3, 0, 0.1, 0.1, 0.5, 0
1418, 1442, 4098, 0.481044, 0, 0.1, 0.1, 0, 0.4, 0.4
1419, 1443, 4098, 0.590939, 0.4, 0, 0, 0.4, 0, 0.2
1420, 1444, 4098, 0.521567, 0.2, 0, 0, 0.4, 0.1, 0.3
1421, 1445, 4098, 0.511536, 0.4, 0.3, 0, 0, 0.3, 0
1422, 1446, 4098, 0.465296, 0, 0.3, 0.7, 0, 0, 0
1423, 1447, 4098, 0.476245, 0, 0.1, 0.1, 0.7, 0.1, 0
1424, 1448, 4098, 0.495733, 0.3, 0.2, 0, 0, 0, 0.5
1425, 1449, 4098, 0.432993, 0.1, 0, 0, 0, 0.5, 0.4
1426, 1450, 4098, 0.469504, 0, 0, 0.1, 0.4, 0.3, 0.2
1427, 1451, 4098, 0.49519, 0.4, 0.2, 0, 0, 0.3, 0.1
1428, 1452, 4098, 0.484732, 0, 0.3, 0, 0.2, 0.5, 0
1429, 1453, 4098, 0.479321, 0.1, 0, 0.4, 0.1, 0, 0.4
1430, 1454, 4098, 0.480448, 0.1, 0.2, 0.5, 0.2, 0, 0
1431, 1455, 4098, 0.474566, 0.5, 0.2, 0.2, 0, 0.1, 0
1432, 1456, 4098, 0.430465, 0.5, 0, 0.3, 0, 0.2, 0
1433, 1457, 4098, 0.478169, 0.5, 0.4, 0, 0, 0.1, 0
1434, 1458, 4098, 0.476916, 0.4, 0, 0, 0.1, 0.3, 0.2
1435, 1459, 4098, 0.479419, 0, 0.3, 0.5, 0.1, 0, 0.1
1436, 1460, 4098, 0.528134, 0.2, 0.3, 0, 0, 0.2, 0.3
1437, 1461, 4098, 0.552087, 0.1, 0.2, 0, 0.3, 0, 0.4
1438, 1462, 4098, 0.543314, 0.3, 0.1, 0, 0.6, 0, 0
1439, 1463, 4098, 0.52509, 0, 0.5, 0, 0, 0.5, 0
1440, 1464, 4098, 0.452564, 0, 0.3, 0.5, 0, 0, 0.2
1441, 1465, 4098, 0.486332, 0, 0, 0.1, 0.2, 0.3, 0.4
1442, 1466, 4098, 0.468795, 0.2, 0.4, 0.4, 0, 0, 0
1443, 1467, 4098, 0.481084, 0, 0, 0.3, 0.1, 0, 0.6
1444, 1468, 4098, 0.499096, 0.1, 0.5, 0.1, 0, 0, 0.3
1445, 1469, 4098, 0.499548, 0, 0.2, 0.1, 0.6, 0.1, 0
1446, 1470, 4098, 0.472995, 0.7, 0, 0.1, 0.1, 0.1, 0
1447, 1471, 4098, 0.448544, 0, 0.2, 0.6, 0, 0.1, 0.1
1448, 1472, 4098, 0.473378, 0.2, 0, 0.1, 0, 0.1, 0.6
1449, 1474, 4098, 0.445268, 0, 0.2, 0.1, 0.3, 0.4, 0
1450, 1475, 4098, 0.471355, 0, 0.2, 0.1, 0, 0.1, 0.6
1451, 1476, 4098, 0.438509, 0.4, 0, 0.1, 0, 0.5, 0
1452, 1477, 4098, 0.47906, 0, 0.1, 0, 0.2, 0.2, 0.5
1453, 1478, 4098, 0.471346, 0.1, 0.6, 0.3, 0, 0, 0
1454, 1479, 4098, 0.464222, 0, 0, 0.1, 0.9, 0, 0
1455, 1480, 4098, 0.418745, 0.4, 0, 0.4, 0, 0.1, 0.1
1456, 1481, 4098, 0.475649, 0.7, 0, 0, 0.1, 0.2, 0
1457, 1482, 4098, 0.418691, 0.2, 0, 0.1, 0, 0.4, 0.3
1458, 1483, 4098, 0.510584, 0.1, 0.7, 0.1, 0.1, 0, 0
1459, 1484, 4098, 0.4813, 0, 0.7, 0.3, 0, 0, 0
1460, 1485, 4098, 0.498035, 0, 0.8, 0, 0.1, 0, 0.1
1461, 1486, 4098, 0.480842, 0, 0.1, 0.2, 0.4, 0.3, 0
1462, 1487, 4098, 0.487651, 0.4, 0.6, 0, 0, 0, 0
1463, 1488, 4098, 0.440611, 0, 0.4, 0.2, 0, 0.3, 0.1
1464, 1489, 4098, 0.426557, 0.3, 0, 0.1, 0.3, 0.3, 0
1465, 1490, 4098, 0.517391, 0.6, 0, 0, 0.1, 0, 0.3
1466, 1491, 4098, 0.505205, 0.1, 0, 0, 0.6, 0.1, 0.2
1467, 1492, 4098, 0.549608, 0.1, 0.2, 0, 0.6, 0.1, 0
1468, 1493, 4098, 0.450942, 0.4, 0, 0.2, 0, 0, 0.4
1469, 1494, 4098, 0.469636, 0.1, 0.4, 0.2, 0, 0, 0.3
1470, 1495, 4098, 0.52701, 0.5, 0.2, 0, 0.2, 0, 0.1
1471, 1496, 4098, 0.462445, 0, 0.3, 0.5, 0.1, 0.1, 0
1472, 1497, 4098, 0.468997, 0, 0, 0.2, 0, 0.4, 0.4
1473, 1498, 4098, 0.430109, 0.4, 0, 0.4, 0.1, 0, 0.1
1474, 1499, 4098, 0.438761, 0, 0.1, 0.5, 0, 0.4, 0
1475, 1500, 4098, 0.52394, 0, 0.2, 0, 0.5, 0, 0.3
1476, 1501, 4098, 0.455948, 0, 0, 0.6, 0, 0.1, 0.3
1477, 1502, 4098, 0.453975, 0, 0, 0, 0.7, 0.1, 0.2
1478, 1503, 4098, 0.420067, 0.1, 0, 0.3, 0, 0.5, 0.1
1479, 1504, 4098, 0.468907, 0, 0.1, 0.8, 0.1, 0, 0
1480, 1505, 4098, 0.523962, 0.2, 0.4, 0, 0, 0, 0.4
1481, 1506, 4098, 0.53308, 0, 0.1, 0, 0.4, 0.2, 0.3
1482, 1507, 4098, 0.54773, 0, 0.3, 0, 0.3, 0, 0.4
1483, 1508, 4098, 0.478396, 0, 0, 0.5, 0.1, 0.1, 0.3
1484, 1509, 4098, 0.510962, 0, 0.6, 0.1, 0, 0.3, 0
1485, 1510, 4098, 0.533078, 0.7, 0.1, 0, 0.1, 0.1, 0
1486, 1511, 4098, 0.539864, 0, 0.3, 0, 0.2, 0, 0.5
1487, 1512, 4098, 0.465856, 0, 0, 0, 0.3, 0.7, 0
1488, 1513, 4098, 0.465709, 0, 0.4, 0.3, 0, 0.3, 0
1489, 1514, 4098, 0.450285, 0.1, 0, 0.5, 0.3, 0.1, 0
1490, 1515, 4098, 0.463525, 0.1, 0, 0.5, 0, 0.1, 0.3
1491, 1516, 4098, 0.454529, 0, 0, 0.6, 0.3, 0.1, 0
1492, 1517, 4098, 0.48519, 0, 0.5, 0.1, 0, 0.1, 0.3
1493, 1518, 4098, 0.542918, 0.4, 0.4, 0, 0.1, 0.1, 0
1494, 1519, 4098, 0.480868, 0, 0.5, 0.2, 0, 0, 0.3
1495, 1520, 4098, 0.514106, 0, 0.5, 0, 0, 0, 0.5
1496, 1521, 4098, 0.440831, 0, 0, 0.1, 0.6, 0.3, 0
1497, 1522, 4098, 0.467158, 0.3, 0.2, 0.1, 0, 0.4, 0
1498, 1523, 4098, 0.51197, 0.5, 0.3, 0, 0.1, 0.1, 0
1499, 1524, 4098, 0.539041, 0.1, 0, 0, 0.3, 0, 0.6
1500, 1525, 4098, 0.432903, 0.2, 0.1, 0.1, 0, 0.6, 0
1501, 1526, 4098, 0.490741, 0, 0, 0.1, 0.7, 0, 0.2
1502, 1527, 4098, 0.506975, 0, 0.3, 0, 0.3, 0.4, 0
1503, 1528, 4098, 0.532824, 0, 0.4, 0, 0.1, 0.2, 0.3
1504, 1529, 4098, 0.472495, 0, 0.3, 0.6, 0.1, 0, 0
1505, 1530, 4098, 0.473262, 0, 0.3, 0.2, 0.2, 0.3, 0
1506, 1531, 4098, 0.482869, 0, 0.5, 0.3, 0.1, 0, 0.1
1507, 1532, 4098, 0.490377, 0.2, 0, 0.2, 0.1, 0, 0.5
1508, 1533, 4098, 0.49147, 0, 0.1, 0, 0.5, 0.4, 0
1509, 1534, 4098, 0.476439, 0, 0, 0.3, 0.3, 0.1, 0.3
1510, 1535, 4098, 0.542466, 0.1, 0.3, 0, 0.4, 0.2, 0
1511, 1536, 4098, 0.508755, 0.5, 0, 0, 0.1, 0, 0.4
1512, 1538, 4098, 0.4712, 0, 0.4, 0, 0, 0.6, 0
1513, 1539, 4098, 0.437519, 0.4, 0, 0.5, 0.1, 0, 0
1514, 1540, 4098, 0.52096, 0.2, 0.4, 0, 0.4, 0, 0
1515, 1541, 4098, 0.460105, 0, 0, 0.7, 0, 0.3, 0
1516, 1542, 4098, 0.487826, 0.1, 0.3, 0.4, 0.2, 0, 0
1517, 1543, 4098, 0.526221, 0.2, 0.3, 0, 0.3, 0, 0.2
1518, 1544, 4098, 0.525419, 0.8, 0, 0, 0, 0.1, 0.1
1519, 1545, 4098, 0.472302, 0, 0.1, 0.5, 0, 0, 0.4
1520, 1546, 4098, 0.485171, 0, 0.6, 0, 0, 0.1, 0.3
1521, 1547, 4098, 0.486314, 0.5, 0, 0.1, 0, 0, 0.4
1522, 1548, 4098, 0.491879, 0.1, 0.1, 0, 0.4, 0.4, 0
1523, 1549, 4098, 0.457749, 0, 0.4, 0.5, 0, 0.1, 0
1524, 1550, 4098, 0.477263, 0.1, 0.3, 0, 0.5, 0, 0.1
1525, 1551, 4098, 0.448399, 0, 0, 0.2, 0.2, 0.5, 0.1
1526, 1552, 4098, 0.450199, 0.3, 0.1, 0.1, 0.5, 0, 0
1527, 1553, 4098, 0.443208, 0, 0.3, 0.2, 0, 0.1, 0.4
1528, 1554, 4098, 0.47179, 0, 0.1, 0.4, 0.5, 0, 0
1529, 1555, 4098, 0.474722, 0.2, 0.1, 0.3, 0.4, 0, 0
1530, 1556, 4098, 0.495685, 0.4, 0, 0, 0.2, 0, 0.4
1531, 1557, 4098, 0.449987, 0, 0.1, 0.5, 0, 0.3, 0.1
1532, 1558, 4098, 0.467637, 0, 0, 0.1, 0.5, 0.1, 0.3
1533, 1559, 4098, 0.472023, 0.7, 0.1, 0.1, 0, 0.1, 0
1534, 1560, 4098, 0.406212, 0.3, 0, 0.2, 0, 0.4, 0.1
1535, 1561, 4098, 0.523294, 0.2, 0.1, 0, 0.7, 0, 0
1536, 1562, 4098, 0.457275, 0.5, 0, 0.1, 0.2, 0, 0.2
1537, 1563, 4098, 0.437582, 0.4, 0.1, 0.4, 0, 0.1, 0
1538, 1564, 4098, 0.498625, 0, 0.2, 0.5, 0.2, 0, 0.1
1539, 1565, 4098, 0.492358, 0, 0.5, 0, 0, 0.3, 0.2
1540, 1566, 4098, 0.43728, 0.2, 0, 0.1, 0, 0.3, 0.4
1541, 1567, 4098, 0.46842, 0, 0.5, 0.3, 0.1, 0.1, 0
1542, 1568, 4098, 0.416423, 0.1, 0, 0.1, 0.3, 0.5, 0
1543, 1569, 4098, 0.449979, 0, 0, 0.2, 0.1, 0.2, 0.5
1544, 1570, 4098, 0.485314, 0, 0.2, 0.3, 0, 0, 0.5
1545, 1571, 4098, 0.443349, 0.3, 0, 0, 0.2, 0.5, 0
1546, 1572, 4098, 0.520394, 0.1, 0.4, 0, 0.1, 0, 0.4
1547, 1573, 4098, 0.47903, 0, 0.2, 0.1, 0, 0.3, 0.4
1548, 1574, 4098, 0.475634, 0, 0.6, 0.3, 0, 0.1, 0
1549, 1575, 4098, 0.512275, 0, 0.5, 0, 0.1, 0.2, 0.2
1550, 1576, 4098, 0.576876, 0.2, 0.6, 0, 0.1, 0, 0.1
1551, 1577, 4098, 0.574364, 0.3, 0.4, 0, 0.2, 0, 0.1
1552, 1578, 4098, 0.531577, 0.7, 0.1, 0, 0, 0, 0.2
1553, 1579, 4098, 0.502587, 0.7, 0, 0, 0, 0.2, 0.1
1554, 1580, 4098, 0.432183, 0, 0, 0.1, 0.3, 0.6, 0
1555, 1581, 4098, 0.424944, 0.4, 0, 0.4, 0.2, 0, 0
1556, 1582, 4098, 0.466562, 0.2, 0, 0, 0.5, 0.2, 0.1
1557, 1583, 4098, 0.452789, 0, 0, 0.4, 0, 0.2, 0.4
1558, 1584, 4098, 0.452463, 0, 0, 0.1, 0, 0.5, 0.4
1559, 1585, 4098, 0.475109, 0.1, 0.4, 0.2, 0.3, 0, 0
1560, 1586, 4098, 0.509577, 0.1, 0.2, 0, 0.5, 0, 0.2
1561, 1587, 4098, 0.461606, 0, 0, 0.4, 0.5, 0.1, 0
1562, 1588, 4098, 0.526651, 0.7, 0.2, 0, 0, 0, 0.1
1563, 1589, 4098, 0.479953, 0.4, 0, 0.1, 0, 0.1, 0.4
1564, 1590, 4098, 0.49312, 0.1, 0.4, 0, 0.3, 0, 0.2
1565, 1591, 4098, 0.45738, 0.1, 0, 0.3, 0.6, 0, 0
1566, 1592, 4098, 0.482726, 0.5, 0.3, 0.1, 0, 0, 0.1
1567, 1593, 4098, 0.445474, 0.2, 0, 0.3, 0.4, 0.1, 0
1568, 1594, 4098, 0.444147, 0.1, 0.3, 0.2, 0, 0.4, 0
1569, 1595, 4098, 0.423022, 0.4, 0, 0.3, 0.1, 0.2, 0
1570, 1596, 4098, 0.465568, 0, 0.5, 0.1, 0.3, 0.1, 0
1571, 1597, 4098, 0.453435, 0, 0, 0.4, 0.4, 0.1, 0.1
1572, 1598, 4098, 0.425348, 0.4, 0, 0.5, 0, 0, 0.1
1573, 1599, 4098, 0.454831, 0, 0, 0, 0.3, 0.4, 0.3
1574, 1600, 4098, 0.450699, 0, 0, 0.1, 0.5, 0.3, 0.1
1575, 1602, 4098, 0.498306, 0.1, 0.5, 0.2, 0.2, 0, 0
1576, 1603, 4098, 0.5361, 0, 0.6, 0, 0, 0, 0.4
1577, 1604, 4098, 0.470266, 0, 0.3, 0, 0, 0.7, 0
1578, 1605, 4098, 0.513164, 0.6, 0.2, 0.1, 0, 0, 0.1
1579, 1606, 4098, 0.486501, 0, 0.1, 0, 0.1, 0, 0.8
1580, 1607, 4098, 0.453411, 0, 0.3, 0.2, 0.1, 0.4, 0
1581, 1608, 4098, 0.531905, 0.2, 0.3, 0, 0.3, 0.2, 0
1582, 1609, 4098, 0.440753, 0.3, 0.1, 0.5, 0, 0, 0.1
1583, 1610, 4098, 0.484761, 0.3, 0.1, 0, 0.4, 0.2, 0
1584, 1611, 4098, 0.488443, 0.1, 0, 0, 0.7, 0.1, 0.1
1585, 1612, 4098, 0.47132, 0.1, 0.1, 0, 0, 0.1, 0.7
1586, 1613, 4098, 0.439849, 0.1, 0.2, 0.5, 0, 0, 0.2
1587, 1614, 4098, 0.449125, 0.2, 0, 0.6, 0.1, 0, 0.1
1588, 1615, 4098, 0.445208, 0, 0.1, 0.3, 0.2, 0.4, 0
1589, 1616, 4098, 0.471, 0, 0.3, 0.4, 0.2, 0, 0.1
1590, 1617, 4098, 0.430451, 0.3, 0, 0.4, 0.3, 0, 0
1591, 1618, 4098, 0.459975, 0.3, 0, 0.4, 0.2, 0, 0.1
1592, 1619, 4098, 0.559292, 0.7, 0, 0, 0.3, 0, 0
1593, 1620, 4098, 0.562992, 0.2, 0.1, 0, 0.2, 0, 0.5
1594, 1621, 4098, 0.509351, 0, 0.5, 0.1, 0.2, 0, 0.2
1595, 1622, 4098, 0.500378, 0.3, 0, 0, 0.1, 0.1, 0.5
1596, 1623, 4098, 0.457797, 0, 0.4, 0.4, 0, 0.1, 0.1
1597, 1624, 4098, 0.532884, 0, 0.3, 0, 0.4, 0.3, 0
1598, 1625, 4098, 0.516019, 0.2, 0, 0, 0.1, 0.3, 0.4
1599, 1626, 4098, 0.510658, 0.2, 0, 0, 0.5, 0.1, 0.2
1600, 1627, 4098, 0.484031, 0, 0.6, 0.2, 0.1, 0, 0.1
1601, 1628, 4098, 0.530205, 0, 0.3, 0, 0.4, 0, 0.3
1602, 1629, 4098, 0.432941, 0, 0.3, 0.2, 0, 0.4, 0.1
1603, 1630, 4098, 0.435188, 0.1, 0, 0.3, 0, 0.3, 0.3
1604, 1631, 4098, 0.427516, 0, 0.2, 0.1, 0, 0.6, 0.1
1605, 1632, 4098, 0.47129, 0.1, 0.2, 0, 0.1, 0, 0.6
1606, 1633, 4098, 0.417438, 0.3, 0, 0.4, 0, 0.3, 0
1607, 1634, 4098, 0.501975, 0.3, 0, 0.1, 0.3, 0, 0.3
1608, 1635, 4098, 0.428472, 0, 0.3, 0.3, 0, 0.3, 0.1
1609, 1636, 4098, 0.556691, 0.3, 0.3, 0, 0.2, 0, 0.2
1610, 1637, 4098, 0.472061, 0.3, 0, 0, 0.2, 0.2, 0.3
1611, 1638, 4098, 0.461289, 0, 0.1, 0.8, 0, 0.1, 0
1612, 1639, 4098, 0.494448, 0, 0, 0.2, 0.3, 0.2, 0.3
1613, 1640, 4098, 0.517114, 0.5, 0.3, 0.1, 0.1, 0, 0
1614, 1641, 4098, 0.444893, 0.3, 0, 0, 0.2, 0.4, 0.1
1615, 1642, 4098, 0.408517, 0.3, 0, 0.3, 0, 0.3, 0.1
1616, 1643, 4098, 0.465848, 0, 0, 0.6, 0, 0, 0.4
1617, 1644, 4098, 0.491163, 0, 0.6, 0.1, 0.1, 0.2, 0
1618, 1645, 4098, 0.427848, 0.1, 0, 0, 0, 0.7, 0.2
1619, 1646, 4098, 0.468434, 0, 0, 0.1, 0, 0.2, 0.7
1620, 1647, 4098, 0.465411, 0.1, 0, 0, 0.4, 0.4, 0.1
1621, 1648, 4098, 0.564148, 0.6, 0, 0, 0.2, 0.1, 0.1
1622, 1649, 4098, 0.511622, 0.2, 0.5, 0.1, 0, 0, 0.2
1623, 1650, 4098, 0.450445, 0, 0, 0.5, 0.3, 0, 0.2
1624, 1651, 4098, 0.423069, 0.3, 0, 0, 0.3, 0.4, 0
1625, 1652, 4098, 0.445699, 0.1, 0.3, 0.3, 0, 0, 0.3
1626, 1653, 4098, 0.482697, 0.2, 0, 0, 0.1, 0, 0.7
1627, 1654, 4098, 0.439786, 0, 0, 0.5, 0.1, 0.3, 0.1
1628, 1655, 4098, 0.470092, 0, 0.1, 0.3, 0, 0.1, 0.5
1629, 1656, 4098, 0.438004, 0, 0.1, 0.5, 0.1, 0.3, 0
1630, 1657, 4098, 0.470886, 0.4, 0, 0, 0.2, 0.4, 0
1631, 1658, 4098, 0.525382, 0.4, 0.3, 0, 0.1, 0, 0.2
1632, 1659, 4098, 0.436351, 0.1, 0, 0.8, 0, 0, 0.1
1633, 1660, 4098, 0.459459, 0, 0, 0.2, 0.4, 0.3, 0.1
1634, 1661, 4098, 0.5321, 0.1, 0.4, 0, 0.1, 0.4, 0
1635, 1662, 4098, 0.474312, 0.5, 0.2, 0.1, 0, 0, 0.2
1636, 1663, 4098, 0.461484, 0, 0, 0.1, 0.3, 0.4, 0.2
1637, 1664, 4098, 0.455142, 0.3, 0.3, 0.3, 0, 0, 0.1
1638, 1666, 4098, 0.427099, 0.1, 0, 0.4, 0, 0.4, 0.1
1639, 1667, 4098, 0.490806, 0, 0.1, 0, 0, 0.4, 0.5
1640, 1668, 4098, 0.483998, 0.3, 0, 0, 0.1, 0.3, 0.3
1641, 1669, 4098, 0.512797, 0, 0.7, 0, 0.1, 0.2, 0
1642, 1670, 4098, 0.483286, 0, 0.2, 0.4, 0.3, 0.1, 0
1643, 1671, 4098, 0.480837, 0.1, 0, 0, 0, 0, 0.9
1644, 1672, 4098, 0.622453, 0.4, 0.1, 0, 0.5, 0, 0
1645, 1673, 4098, 0.495182, 0.1, 0.4, 0, 0, 0.4, 0.1
1646, 1674, 4098, 0.445625, 0, 0, 0, 0.4, 0.6, 0
1647, 1675, 4098, 0.441494, 0.1, 0, 0, 0, 0.3, 0.6
1648, 1676, 4098, 0.436112, 0.4, 0, 0.2, 0.3, 0.1, 0
1649, 1677, 4098, 0.46824, 0, 0.1, 0.4, 0.4, 0, 0.1
1650, 1678, 4098, 0.44001, 0, 0, 0.3, 0, 0.6, 0.1
1651, 1679, 4098, 0.421751, 0, 0, 0.5, 0.1, 0.4, 0
1652, 1680, 4098, 0.451661, 0, 0, 0.3, 0, 0, 0.7
1653, 1681, 4098, 0.43336, 0, 0, 0.2, 0.3, 0.5, 0
1654, 1682, 4098, 0.489856, 0.2, 0.3, 0, 0, 0.4, 0.1
1655, 1683, 4098, 0.496108, 0.4, 0.1, 0, 0, 0.4, 0.1
1656, 1684, 4098, 0.59929, 0, 0.3, 0, 0.6, 0.1, 0
1657, 1685, 4098, 0.521598, 0.3, 0.2, 0, 0, 0.1, 0.4
1658, 1686, 4098, 0.493795, 0, 0, 0.1, 0.2, 0, 0.7
1659, 1687, 4098, 0.54406, 0, 0.5, 0, 0, 0.2, 0.3
1660, 1688, 4098, 0.52188, 0, 0.7, 0.1, 0, 0.2, 0
1661, 1689, 4098, 0.492953, 0.4, 0.3, 0, 0, 0.2, 0.1
1662, 1690, 4098, 0.464651, 0, 0.1, 0, 0, 0.9, 0
1663, 1691, 4098, 0.452052, 0.1, 0, 0.8, 0, 0.1, 0
1664, 1692, 4098, 0.504555, 0, 0.5, 0.2, 0.2, 0.1, 0
1665, 1693, 4098, 0.513819, 0.3, 0.4, 0, 0.2, 0.1, 0
1666, 1694, 4098, 0.48862, 0.3, 0.1, 0, 0.5, 0.1, 0
1667, 1695, 4098, 0.440401, 0.7, 0, 0.1, 0, 0, 0.2
1668, 1696, 4098, 0.413465, 0.3, 0, 0.4, 0, 0.2, 0.1
1669, 1697, 4098, 0.452998, 0.3, 0.2, 0.4, 0, 0.1, 0
1670, 1698, 4098, 0.497766, 0, 0.6, 0.1, 0.2, 0, 0.1
1671, 1699, 4098, 0.443912, 0, 0, 0.5, 0.2, 0, 0.3
1672, 1700, 4098, 0.477131, 0, 0.1, 0, 0.1, 0.2, 0.6
1673, 1701, 4098, 0.444517, 0.2, 0, 0.7, 0.1, 0, 0
1674, 1702, 4098, 0.570881, 0.1, 0.6, 0, 0.1, 0, 0.2
1675, 1703, 4098, 0.5092, 0.2, 0.5, 0, 0.1, 0, 0.2
1676, 1704, 4098, 0.453182, 0, 0.3, 0, 0, 0.5, 0.2
1677, 1705, 4098, 0.4464, 0.3, 0.1, 0.2, 0, 0, 0.4
1678, 1706, 4098, 0.448792, 0.1, 0.1, 0, 0, 0.8, 0
1679, 1707, 4098, 0.488147, 0, 0.4, 0, 0.4, 0.1, 0.1
1680, 1708, 4098, 0.477371, 0.4, 0.2, 0.3, 0.1, 0, 0
1681, 1709, 4098, 0.480601, 0, 0.6, 0, 0, 0.3, 0.1
1682, 1710, 4098, 0.457831, 0, 0, 0.5, 0.4, 0, 0.1
1683, 1711, 4098, 0.465397, 0, 0.1, 0.3, 0.2, 0, 0.4
1684, 1712, 4098, 0.568035, 0.1, 0.4, 0, 0.4, 0, 0.1
1685, 1713, 4098, 0.457817, 0, 0.3, 0, 0, 0.2, 0.5
1686, 1714, 4098, 0.394591, 0.2, 0, 0.3, 0.1, 0.4, 0
1687, 1715, 4098, 0.425951, 0.1, 0, 0, 0.5, 0.4, 0
1688, 1716, 4098, 0.425135, 0, 0.1, 0.3, 0, 0.6, 0
1689, 1717, 4098, 0.444638, 0, 0, 0.4, 0.5, 0, 0.1
1690, 1718, 4098, 0.434334, 0, 0, 0.1, 0, 0.9, 0
1691, 1719, 4098, 0.511912, 0, 0.3, 0.1, 0.4, 0, 0.2
1692, 1720, 4098, 0.501407, 0.5, 0, 0, 0.2, 0, 0.3
1693, 1721, 4098, 0.506141, 0.3, 0.2, 0.1, 0.4, 0, 0
1694, 1722, 4098, 0.469391, 0.1, 0.4, 0.1, 0, 0, 0.4
1695, 1723, 4098, 0.411732, 0.1, 0, 0.2, 0, 0.6, 0.1
1696, 1724, 4098, 0.46267, 0, 0.4, 0.1, 0.1, 0.4, 0
1697, 1725, 4098, 0.513332, 0, 0.4, 0.1, 0.1, 0, 0.4
1698, 1726, 4098, 0.483674, 0, 0.2, 0.4, 0.3, 0, 0.1
